Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
7.0450         -154.546     -187.618       33.071  2369.0
7.0500         -154.454     -187.998       33.544  2402.9
7.0550         -154.376     -188.628       34.252  2453.6
7.0600         -154.614     -189.231       34.617  2479.7
7.0650         -155.114     -189.516       34.402  2464.3
7.0700         -155.068     -189.302       34.234  2452.3
7.0750         -155.026     -188.608       33.582  2405.5
7.0800         -155.072     -187.634       32.562  2332.5
7.0850         -154.625     -186.775       32.150  2303.0
7.0900         -154.453     -186.343       31.890  2284.3
7.0950         -154.347     -186.396       32.048  2295.7
7.1000         -154.259     -186.739       32.480  2326.7
7.1050         -154.372     -187.044       32.673  2340.4
7.1100         -154.899     -187.076       32.177  2304.9
7.1150         -154.572     -186.859       32.287  2312.8
7.1200         -154.350     -186.465       32.115  2300.5
7.1250         -154.428     -186.002       31.574  2261.7
7.1300         -154.259     -185.543       31.284  2241.0
7.1350         -154.094     -185.149       31.055  2224.6
7.1400         -154.248     -184.838       30.590  2191.3
7.1450         -154.039     -184.648       30.609  2192.6
7.1500         -153.841     -184.709       30.868  2211.2
7.1550         -153.557     -185.124       31.567  2261.2
7.1600         -153.541     -185.722       32.181  2305.2
7.1650         -153.276     -186.419       33.143  2374.1
7.1700         -153.299     -187.047       33.749  2417.5
7.1750         -152.915     -187.511       34.596  2478.2
7.1800         -153.154     -187.738       34.584  2477.3
7.1850         -153.357     -187.721       34.364  2461.6
7.1900         -153.502     -187.545       34.043  2438.6
7.1950         -153.932     -187.251       33.319  2386.7
7.2000         -154.003     -186.939       32.935  2359.3
7.2050         -154.455     -186.564       32.109  2300.1
7.2100         -154.578     -186.131       31.553  2260.2
7.2150         -154.406     -185.690       31.284  2241.0
7.2200         -154.643     -185.343       30.701  2199.2
7.2250         -155.113     -185.075       29.962  2146.2
7.2300         -155.217     -184.949       29.732  2129.8
7.2350         -155.475     -184.961       29.485  2112.1
7.2400         -155.239     -184.956       29.718  2128.8
7.2450         -154.777     -184.792       30.014  2150.0
7.2500         -154.455     -184.360       29.905  2142.2
7.2550         -154.524     -183.674       29.150  2088.1
7.2600         -154.308     -182.871       28.563  2046.1
7.2650         -154.759     -182.205       27.446  1966.0
7.2700         -154.508     -182.003       27.495  1969.6
7.2750         -154.882     -182.372       27.490  1969.2
7.2800         -154.843     -183.284       28.441  2037.3
7.2850         -154.467     -184.548       30.081  2154.8
7.2900         -154.254     -185.922       31.668  2268.5
7.2950         -154.268     -187.204       32.936  2359.3
7.3000         -154.611     -188.221       33.611  2407.6
7.3050         -154.290     -188.834       34.545  2474.5
7.3100         -154.223     -189.020       34.797  2492.6
7.3150         -154.173     -188.852       34.679  2484.2
7.3200         -154.568     -188.491       33.923  2430.0
7.3250         -154.521     -188.010       33.490  2399.0
7.3300         -154.550     -187.502       32.952  2360.4
7.3350         -154.315     -187.051       32.735  2344.9
7.3400         -154.332     -186.826       32.494  2327.6
7.3450         -154.319     -187.023       32.704  2342.7
7.3500         -154.905     -187.818       32.914  2357.7
7.3550         -154.901     -189.042       34.141  2445.6
7.3600         -154.827     -190.201       35.374  2534.0
7.3650         -155.104     -190.932       35.828  2566.5
7.3700         -154.999     -191.207       36.208  2593.7
7.3750         -155.427     -191.131       35.705  2557.6
7.3800         -155.675     -190.775       35.099  2514.2
7.3850         -155.971     -190.145       34.174  2448.0
7.3900         -155.799     -189.305       33.505  2400.1
7.3950         -155.771     -188.340       32.568  2333.0
7.4000         -155.136     -187.310       32.174  2304.7
7.4050         -155.085     -186.367       31.283  2240.9
7.4100         -155.012     -185.742       30.729  2201.2
7.4150         -154.441     -185.641       31.200  2234.9
7.4200         -154.219     -186.084       31.865  2282.6
7.4250         -154.637     -186.884       32.247  2310.0
7.4300         -154.334     -187.712       33.379  2391.0
7.4350         -154.559     -188.116       33.556  2403.7
7.4400         -154.522     -188.021       33.499  2399.6
7.4450         -154.342     -187.728       33.386  2391.5
7.4500         -154.386     -187.481       33.095  2370.7
7.4550         -155.115     -187.394       32.279  2312.3
7.4600         -154.968     -187.395       32.427  2322.8
7.4650         -154.971     -187.315       32.343  2316.8
7.4700         -155.064     -187.208       32.145  2302.6
7.4750         -155.183     -187.160       31.978  2290.7
7.4800         -154.682     -187.145       32.463  2325.4
7.4850         -154.897     -187.155       32.258  2310.8
7.4900         -155.106     -187.139       32.033  2294.6
7.4950         -155.087     -187.178       32.092  2298.8
7.5000         -155.214     -187.252       32.038  2294.9
7.5050         -154.854     -187.207       32.353  2317.5
7.5100         -154.591     -187.026       32.435  2323.4
7.5150         -154.569     -186.697       32.128  2301.4
7.5200         -154.220     -186.424       32.205  2306.9
7.5250         -154.403     -186.303       31.899  2285.0
7.5300         -154.372     -186.291       31.919  2286.4
7.5350         -154.204     -186.280       32.076  2297.7
7.5400         -154.470     -186.306       31.836  2280.5
7.5450         -154.162     -186.292       32.131  2301.6
7.5500         -154.238     -186.271       32.033  2294.6
7.5550         -154.141     -186.223       32.082  2298.1
7.5600         -153.886     -186.225       32.339  2316.5
7.5650         -153.944     -186.326       32.382  2319.6
7.5700         -154.006     -186.526       32.520  2329.5
7.5750         -154.099     -186.751       32.652  2339.0
7.5800         -153.742     -187.025       33.282  2384.1
7.5850         -154.046     -187.332       33.287  2384.4
7.5900         -154.241     -187.673       33.433  2394.9
7.5950         -154.169     -188.019       33.850  2424.8
7.6000         -154.009     -188.341       34.331  2459.2
7.6050         -153.937     -188.679       34.742  2488.7
7.6100         -154.143     -188.934       34.791  2492.2
7.6150         -154.202     -189.004       34.802  2493.0
7.6200         -153.873     -188.769       34.896  2499.7
7.6250         -153.443     -188.187       34.744  2488.8
7.6300         -153.520     -187.352       33.833  2423.5
7.6350         -153.550     -186.429       32.878  2355.2
7.6400         -153.675     -185.631       31.956  2289.1
7.6450         -153.227     -185.177       31.950  2288.7
7.6500         -153.325     -185.098       31.773  2276.0
7.6550         -153.179     -185.406       32.227  2308.5
7.6600         -153.085     -186.072       32.987  2362.9
7.6650         -153.439     -187.009       33.570  2404.7
7.6700         -153.705     -188.055       34.350  2460.6
7.6750         -153.654     -188.972       35.318  2529.9
7.6800         -153.772     -189.542       35.770  2562.3
7.6850         -153.224     -189.619       36.395  2607.1
7.6900         -153.024     -189.147       36.123  2587.6
7.6950         -152.818     -188.296       35.478  2541.4
7.7000         -153.010     -187.338       34.328  2459.0
7.7050         -153.222     -186.500       33.279  2383.8
7.7100         -152.935     -185.951       33.017  2365.1
7.7150         -152.825     -185.695       32.871  2354.6
7.7200         -152.479     -185.701       33.222  2379.8
7.7250         -152.450     -185.911       33.461  2396.9
7.7300         -152.434     -186.296       33.862  2425.6
7.7350         -152.340     -186.759       34.419  2465.5
7.7400         -152.788     -187.226       34.438  2466.9
7.7450         -152.607     -187.644       35.037  2509.8
7.7500         -152.408     -187.858       35.450  2539.4
7.7550         -152.637     -187.885       35.248  2524.9
7.7600         -152.161     -187.715       35.554  2546.9
7.7650         -152.225     -187.444       35.219  2522.8
7.7700         -152.613     -187.126       34.513  2472.3
7.7750         -152.474     -186.798       34.324  2458.8
7.7800         -152.379     -186.494       34.115  2443.8
7.7850         -152.264     -186.271       34.007  2436.0
7.7900         -152.432     -186.112       33.680  2412.6
7.7950         -152.172     -185.997       33.825  2422.9
7.8000         -152.484     -185.999       33.515  2400.8
7.8050         -152.477     -186.086       33.609  2407.5
7.8100         -152.784     -186.128       33.344  2388.5
